path,subject_id,hand,quality,reason
data\processed\bmpd_roi\011\011_F_R_7_roi.png,011,R,,
data\processed\bmpd_roi\011\011_F_R_8_roi.png,011,R,,
data\processed\bmpd_roi\011\011_F_R_9_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_10_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_11_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_12_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_13_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_14_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_15_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_16_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_17_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_18_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_R_19_roi.png,011,R,,
data\processed\bmpd_roi\011\011_S_L_20_roi.png,011,L,,
data\processed\bmpd_roi\011\011_S_L_21_roi.png,011,L,,
data\processed\bmpd_roi\011\011_S_L_22_roi.png,011,L,,
data\processed\bmpd_roi\011\011_S_L_23_roi.png,011,L,,
data\processed\bmpd_roi\011\011_S_L_24_roi.png,011,L,,
data\processed\bmpd_roi\011\011_S_L_25_roi.png,011,L,,
data\processed\bmpd_roi\011\011_S_L_26_roi.png,011,L,,
data\processed\bmpd_roi\011\011_S_L_27_roi.png,011,L,,
data\processed\bmpd_roi\011\011_S_L_28_roi.png,011,L,,
data\processed\bmpd_roi\011\011_S_L_29_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_30_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_31_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_32_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_33_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_34_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_35_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_36_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_37_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_38_roi.png,011,L,,
data\processed\bmpd_roi\011\011_F_L_39_roi.png,011,L,,
data\processed\bmpd_roi\012\012_F_R_0_roi.png,012,R,,
data\processed\bmpd_roi\012\012_F_R_1_roi.png,012,R,,
data\processed\bmpd_roi\012\012_F_R_2_roi.png,012,R,,
data\processed\bmpd_roi\012\012_F_R_3_roi.png,012,R,,
data\processed\bmpd_roi\012\012_F_R_4_roi.png,012,R,,
data\processed\bmpd_roi\012\012_F_R_5_roi.png,012,R,,
data\processed\bmpd_roi\012\012_F_R_6_roi.png,012,R,,
data\processed\bmpd_roi\012\012_F_R_7_roi.png,012,R,b,crop
data\processed\bmpd_roi\012\012_F_R_8_roi.png,012,R,b,crop
data\processed\bmpd_roi\012\012_F_R_9_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_10_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_11_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_12_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_13_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_14_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_15_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_16_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_17_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_18_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_R_19_roi.png,012,R,,
data\processed\bmpd_roi\012\012_S_L_20_roi.png,012,L,,
data\processed\bmpd_roi\012\012_S_L_21_roi.png,012,L,,
data\processed\bmpd_roi\012\012_S_L_22_roi.png,012,L,,
data\processed\bmpd_roi\012\012_S_L_23_roi.png,012,L,,
data\processed\bmpd_roi\012\012_S_L_24_roi.png,012,L,,
data\processed\bmpd_roi\012\012_S_L_25_roi.png,012,L,,
data\processed\bmpd_roi\012\012_S_L_26_roi.png,012,L,,
data\processed\bmpd_roi\012\012_S_L_27_roi.png,012,L,,
data\processed\bmpd_roi\012\012_S_L_28_roi.png,012,L,,
data\processed\bmpd_roi\012\012_S_L_29_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_30_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_31_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_32_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_33_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_34_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_35_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_36_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_37_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_38_roi.png,012,L,,
data\processed\bmpd_roi\012\012_F_L_39_roi.png,012,L,,
data\processed\bmpd_roi\013\013_F_R_0_roi.png,013,R,,
data\processed\bmpd_roi\013\013_F_R_1_roi.png,013,R,,
data\processed\bmpd_roi\013\013_F_R_2_roi.png,013,R,,
data\processed\bmpd_roi\013\013_F_R_3_roi.png,013,R,,
data\processed\bmpd_roi\013\013_F_R_4_roi.png,013,R,,
data\processed\bmpd_roi\013\013_F_R_5_roi.png,013,R,,
data\processed\bmpd_roi\013\013_F_R_6_roi.png,013,R,,
data\processed\bmpd_roi\013\013_F_R_7_roi.png,013,R,,
data\processed\bmpd_roi\013\013_F_R_8_roi.png,013,R,,
data\processed\bmpd_roi\013\013_F_R_9_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_10_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_11_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_12_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_13_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_14_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_15_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_16_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_17_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_18_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_R_19_roi.png,013,R,,
data\processed\bmpd_roi\013\013_S_L_20_roi.png,013,L,,
data\processed\bmpd_roi\013\013_S_L_21_roi.png,013,L,,
data\processed\bmpd_roi\013\013_S_L_22_roi.png,013,L,,
data\processed\bmpd_roi\013\013_S_L_23_roi.png,013,L,,
data\processed\bmpd_roi\013\013_S_L_24_roi.png,013,L,,
data\processed\bmpd_roi\013\013_S_L_25_roi.png,013,L,,
data\processed\bmpd_roi\013\013_S_L_26_roi.png,013,L,,
data\processed\bmpd_roi\013\013_S_L_27_roi.png,013,L,,
data\processed\bmpd_roi\013\013_S_L_28_roi.png,013,L,,
data\processed\bmpd_roi\013\013_S_L_29_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_30_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_31_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_32_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_33_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_34_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_35_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_36_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_37_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_38_roi.png,013,L,,
data\processed\bmpd_roi\013\013_F_L_39_roi.png,013,L,,
data\processed\bmpd_roi\014\014_F_R_0_roi.png,014,R,,
data\processed\bmpd_roi\014\014_F_R_1_roi.png,014,R,,
data\processed\bmpd_roi\014\014_F_R_2_roi.png,014,R,,
data\processed\bmpd_roi\014\014_F_R_3_roi.png,014,R,,
data\processed\bmpd_roi\014\014_F_R_4_roi.png,014,R,,
data\processed\bmpd_roi\014\014_F_R_5_roi.png,014,R,,
data\processed\bmpd_roi\014\014_F_R_6_roi.png,014,R,,
data\processed\bmpd_roi\014\014_F_R_7_roi.png,014,R,,
data\processed\bmpd_roi\014\014_F_R_8_roi.png,014,R,,
data\processed\bmpd_roi\014\014_F_R_9_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_10_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_11_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_12_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_13_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_14_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_15_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_16_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_17_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_18_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_R_19_roi.png,014,R,,
data\processed\bmpd_roi\014\014_S_L_20_roi.png,014,L,,
data\processed\bmpd_roi\014\014_S_L_21_roi.png,014,L,,
data\processed\bmpd_roi\014\014_S_L_22_roi.png,014,L,,
data\processed\bmpd_roi\014\014_S_L_23_roi.png,014,L,,
data\processed\bmpd_roi\014\014_S_L_24_roi.png,014,L,,
data\processed\bmpd_roi\014\014_S_L_25_roi.png,014,L,,
data\processed\bmpd_roi\014\014_S_L_26_roi.png,014,L,,
data\processed\bmpd_roi\014\014_S_L_27_roi.png,014,L,,
data\processed\bmpd_roi\014\014_S_L_28_roi.png,014,L,,
data\processed\bmpd_roi\014\014_S_L_29_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_30_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_31_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_32_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_33_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_34_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_35_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_36_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_37_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_38_roi.png,014,L,,
data\processed\bmpd_roi\014\014_F_L_39_roi.png,014,L,,
data\processed\bmpd_roi\015\015_F_R_0_roi.png,015,R,,
data\processed\bmpd_roi\015\015_F_R_1_roi.png,015,R,,
data\processed\bmpd_roi\015\015_F_R_2_roi.png,015,R,,
data\processed\bmpd_roi\015\015_F_R_3_roi.png,015,R,,
data\processed\bmpd_roi\015\015_F_R_4_roi.png,015,R,,
data\processed\bmpd_roi\015\015_F_R_5_roi.png,015,R,,
data\processed\bmpd_roi\015\015_F_R_6_roi.png,015,R,,
data\processed\bmpd_roi\015\015_F_R_7_roi.png,015,R,,
data\processed\bmpd_roi\015\015_F_R_8_roi.png,015,R,,
data\processed\bmpd_roi\015\015_F_R_9_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_10_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_11_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_12_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_13_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_14_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_15_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_16_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_17_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_18_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_R_19_roi.png,015,R,,
data\processed\bmpd_roi\015\015_S_L_20_roi.png,015,L,,
data\processed\bmpd_roi\015\015_S_L_21_roi.png,015,L,,
data\processed\bmpd_roi\015\015_S_L_22_roi.png,015,L,,
data\processed\bmpd_roi\015\015_S_L_23_roi.png,015,L,,
data\processed\bmpd_roi\015\015_S_L_24_roi.png,015,L,,
data\processed\bmpd_roi\015\015_S_L_25_roi.png,015,L,,
data\processed\bmpd_roi\015\015_S_L_26_roi.png,015,L,,
data\processed\bmpd_roi\015\015_S_L_27_roi.png,015,L,,
data\processed\bmpd_roi\015\015_S_L_28_roi.png,015,L,,
data\processed\bmpd_roi\015\015_S_L_29_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_30_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_31_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_32_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_33_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_34_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_35_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_36_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_37_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_38_roi.png,015,L,,
data\processed\bmpd_roi\015\015_F_L_39_roi.png,015,L,,
data\processed\bmpd_roi\016\016_F_R_0_roi.png,016,R,,
data\processed\bmpd_roi\016\016_F_R_1_roi.png,016,R,,
data\processed\bmpd_roi\016\016_F_R_2_roi.png,016,R,,
data\processed\bmpd_roi\016\016_F_R_3_roi.png,016,R,,
data\processed\bmpd_roi\016\016_F_R_4_roi.png,016,R,,
data\processed\bmpd_roi\016\016_F_R_5_roi.png,016,R,,
data\processed\bmpd_roi\016\016_F_R_6_roi.png,016,R,,
data\processed\bmpd_roi\016\016_F_R_7_roi.png,016,R,,
data\processed\bmpd_roi\016\016_F_R_8_roi.png,016,R,,
data\processed\bmpd_roi\016\016_F_R_9_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_10_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_11_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_12_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_13_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_14_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_15_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_16_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_17_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_18_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_R_19_roi.png,016,R,,
data\processed\bmpd_roi\016\016_S_L_20_roi.png,016,L,,
data\processed\bmpd_roi\016\016_S_L_21_roi.png,016,L,,
data\processed\bmpd_roi\016\016_S_L_22_roi.png,016,L,,
data\processed\bmpd_roi\016\016_S_L_23_roi.png,016,L,,
data\processed\bmpd_roi\016\016_S_L_24_roi.png,016,L,,
data\processed\bmpd_roi\016\016_S_L_25_roi.png,016,L,,
data\processed\bmpd_roi\016\016_S_L_26_roi.png,016,L,,
data\processed\bmpd_roi\016\016_S_L_27_roi.png,016,L,,
data\processed\bmpd_roi\016\016_S_L_28_roi.png,016,L,,
data\processed\bmpd_roi\016\016_S_L_29_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_30_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_31_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_32_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_33_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_34_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_35_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_36_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_37_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_38_roi.png,016,L,,
data\processed\bmpd_roi\016\016_F_L_39_roi.png,016,L,,
data\processed\bmpd_roi\017\017_F_R_0_roi.png,017,R,,
data\processed\bmpd_roi\017\017_F_R_1_roi.png,017,R,,
data\processed\bmpd_roi\017\017_F_R_2_roi.png,017,R,,
data\processed\bmpd_roi\017\017_F_R_3_roi.png,017,R,,
data\processed\bmpd_roi\017\017_F_R_4_roi.png,017,R,,
data\processed\bmpd_roi\017\017_F_R_5_roi.png,017,R,,
data\processed\bmpd_roi\017\017_F_R_6_roi.png,017,R,,
data\processed\bmpd_roi\017\017_F_R_7_roi.png,017,R,,
data\processed\bmpd_roi\017\017_F_R_8_roi.png,017,R,,
data\processed\bmpd_roi\017\017_F_R_9_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_10_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_11_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_12_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_13_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_14_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_15_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_16_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_17_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_18_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_R_19_roi.png,017,R,,
data\processed\bmpd_roi\017\017_S_L_20_roi.png,017,L,,
data\processed\bmpd_roi\017\017_S_L_21_roi.png,017,L,,
data\processed\bmpd_roi\017\017_S_L_22_roi.png,017,L,,
data\processed\bmpd_roi\017\017_S_L_23_roi.png,017,L,,
data\processed\bmpd_roi\017\017_S_L_24_roi.png,017,L,,
data\processed\bmpd_roi\017\017_S_L_25_roi.png,017,L,,
data\processed\bmpd_roi\017\017_S_L_26_roi.png,017,L,,
data\processed\bmpd_roi\017\017_S_L_27_roi.png,017,L,,
data\processed\bmpd_roi\017\017_S_L_28_roi.png,017,L,,
data\processed\bmpd_roi\017\017_S_L_29_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_30_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_31_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_32_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_33_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_34_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_35_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_36_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_37_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_38_roi.png,017,L,,
data\processed\bmpd_roi\017\017_F_L_39_roi.png,017,L,,
data\processed\bmpd_roi\018\018_F_R_0_roi.png,018,R,,
data\processed\bmpd_roi\018\018_F_R_1_roi.png,018,R,,
data\processed\bmpd_roi\018\018_F_R_2_roi.png,018,R,,
data\processed\bmpd_roi\018\018_F_R_3_roi.png,018,R,,
data\processed\bmpd_roi\018\018_F_R_4_roi.png,018,R,,
data\processed\bmpd_roi\018\018_F_R_5_roi.png,018,R,,
data\processed\bmpd_roi\018\018_F_R_6_roi.png,018,R,,
data\processed\bmpd_roi\018\018_F_R_7_roi.png,018,R,,
data\processed\bmpd_roi\018\018_F_R_8_roi.png,018,R,,
data\processed\bmpd_roi\018\018_F_R_9_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_10_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_11_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_12_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_13_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_14_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_15_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_16_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_17_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_18_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_R_19_roi.png,018,R,,
data\processed\bmpd_roi\018\018_S_L_20_roi.png,018,L,,
data\processed\bmpd_roi\018\018_S_L_21_roi.png,018,L,,
data\processed\bmpd_roi\018\018_S_L_22_roi.png,018,L,,
data\processed\bmpd_roi\018\018_S_L_23_roi.png,018,L,,
data\processed\bmpd_roi\018\018_S_L_24_roi.png,018,L,,
data\processed\bmpd_roi\018\018_S_L_25_roi.png,018,L,,
data\processed\bmpd_roi\018\018_S_L_26_roi.png,018,L,,
data\processed\bmpd_roi\018\018_S_L_27_roi.png,018,L,,
data\processed\bmpd_roi\018\018_S_L_28_roi.png,018,L,,
data\processed\bmpd_roi\018\018_S_L_29_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_30_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_31_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_32_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_33_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_34_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_35_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_36_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_37_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_38_roi.png,018,L,,
data\processed\bmpd_roi\018\018_F_L_39_roi.png,018,L,,
data\processed\bmpd_roi\019\019_F_R_0_roi.png,019,R,,
data\processed\bmpd_roi\019\019_F_R_1_roi.png,019,R,,
data\processed\bmpd_roi\019\019_F_R_2_roi.png,019,R,,
data\processed\bmpd_roi\019\019_F_R_3_roi.png,019,R,,
data\processed\bmpd_roi\019\019_F_R_4_roi.png,019,R,,
data\processed\bmpd_roi\019\019_F_R_5_roi.png,019,R,,
data\processed\bmpd_roi\019\019_F_R_6_roi.png,019,R,,
data\processed\bmpd_roi\019\019_F_R_7_roi.png,019,R,,
data\processed\bmpd_roi\019\019_F_R_8_roi.png,019,R,,
data\processed\bmpd_roi\019\019_F_R_9_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_10_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_11_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_12_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_13_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_14_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_15_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_16_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_17_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_18_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_R_19_roi.png,019,R,,
data\processed\bmpd_roi\019\019_S_L_20_roi.png,019,L,,
data\processed\bmpd_roi\019\019_S_L_21_roi.png,019,L,,
data\processed\bmpd_roi\019\019_S_L_22_roi.png,019,L,,
data\processed\bmpd_roi\019\019_S_L_23_roi.png,019,L,,
data\processed\bmpd_roi\019\019_S_L_24_roi.png,019,L,,
data\processed\bmpd_roi\019\019_S_L_25_roi.png,019,L,,
data\processed\bmpd_roi\019\019_S_L_26_roi.png,019,L,,
data\processed\bmpd_roi\019\019_S_L_27_roi.png,019,L,,
data\processed\bmpd_roi\019\019_S_L_28_roi.png,019,L,,
data\processed\bmpd_roi\019\019_S_L_29_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_30_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_31_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_32_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_33_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_34_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_35_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_36_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_37_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_38_roi.png,019,L,,
data\processed\bmpd_roi\019\019_F_L_39_roi.png,019,L,,
data\processed\bmpd_roi\020\020_F_R_0_roi.png,020,R,b,crop
data\processed\bmpd_roi\020\020_F_R_1_roi.png,020,R,b,crop
data\processed\bmpd_roi\020\020_F_R_2_roi.png,020,R,b,crop
data\processed\bmpd_roi\020\020_F_R_3_roi.png,020,R,b,crop
data\processed\bmpd_roi\020\020_F_R_4_roi.png,020,R,b,crop
data\processed\bmpd_roi\020\020_F_R_5_roi.png,020,R,,
data\processed\bmpd_roi\020\020_F_R_6_roi.png,020,R,,
data\processed\bmpd_roi\020\020_F_R_7_roi.png,020,R,,
data\processed\bmpd_roi\020\020_F_R_8_roi.png,020,R,,
data\processed\bmpd_roi\020\020_F_R_9_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_10_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_11_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_12_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_13_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_14_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_15_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_16_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_17_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_18_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_R_19_roi.png,020,R,,
data\processed\bmpd_roi\020\020_S_L_20_roi.png,020,L,,
data\processed\bmpd_roi\020\020_S_L_21_roi.png,020,L,,
data\processed\bmpd_roi\020\020_S_L_22_roi.png,020,L,,
data\processed\bmpd_roi\020\020_S_L_23_roi.png,020,L,,
data\processed\bmpd_roi\020\020_S_L_24_roi.png,020,L,,
data\processed\bmpd_roi\020\020_S_L_25_roi.png,020,L,,
data\processed\bmpd_roi\020\020_S_L_26_roi.png,020,L,,
data\processed\bmpd_roi\020\020_S_L_27_roi.png,020,L,,
data\processed\bmpd_roi\020\020_S_L_28_roi.png,020,L,,
data\processed\bmpd_roi\020\020_S_L_29_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_30_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_31_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_32_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_33_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_34_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_35_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_36_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_37_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_38_roi.png,020,L,,
data\processed\bmpd_roi\020\020_F_L_39_roi.png,020,L,,
data\processed\bmpd_roi\021\021_F_R_0_roi.png,021,R,,
data\processed\bmpd_roi\021\021_F_R_1_roi.png,021,R,,
data\processed\bmpd_roi\021\021_F_R_2_roi.png,021,R,,
data\processed\bmpd_roi\021\021_F_R_3_roi.png,021,R,,
data\processed\bmpd_roi\021\021_F_R_4_roi.png,021,R,,
data\processed\bmpd_roi\021\021_F_R_5_roi.png,021,R,,
data\processed\bmpd_roi\021\021_F_R_6_roi.png,021,R,,
data\processed\bmpd_roi\021\021_F_R_7_roi.png,021,R,,
data\processed\bmpd_roi\021\021_F_R_8_roi.png,021,R,,
data\processed\bmpd_roi\021\021_F_R_9_roi.png,021,R,,
data\processed\bmpd_roi\021\021_S_R_10_roi.png,021,R,,
data\processed\bmpd_roi\021\021_S_R_11_roi.png,021,R,,
data\processed\bmpd_roi\022\022_F_R_0_roi.png,022,R,,
data\processed\bmpd_roi\022\022_F_R_1_roi.png,022,R,,
data\processed\bmpd_roi\022\022_F_R_2_roi.png,022,R,,
data\processed\bmpd_roi\022\022_F_R_3_roi.png,022,R,,
data\processed\bmpd_roi\022\022_F_R_4_roi.png,022,R,,
